Roles,Researchers,Institutions,Individuals Per Team,Unique Individuals Per Entry,Unique Institutions Per Entry,Is Multi-Institutional
"['Owner', 'Graduate Trainee']","['Emily Strouphauer', 'Baylor College of Medicine']",['Baylor College of Medicine'],2,2,1,False
"['Owner', 'Senior Researcher', 'Project Personnel', 'Senior Researcher']","['lin mirshahi', 'Jonathan Luo', 'Alexander Chang']","['Geisinger Clinic', 'Geisinger Clinic', 'Geisinger Clinic']",3,3,1,False
"['Owner', 'Mid-career Tenured Researcher']",['Paul Macey'],"['University of California, Los Angeles']",1,1,1,False
"['Owner', 'Project Personnel', 'Research Fellow']","['Bjorn Kluwe', 'Amaris Williams']","['Ohio State University', 'Ohio State University']",2,2,1,False
"['Owner', 'Collaborator', 'Collaborator']","['Bijun Kannadath', 'Nia Nikkhahmanesh', 'Jiali Ling']","['University of Arizona', 'University of Arizona', 'University of Arizona']",3,3,1,False
"['Owner', 'Mid-career Tenured Researcher']",['Mary Helen Mays'],['University of Puerto Rico Medical Sciences'],1,1,1,False
"['Owner', 'Graduate Trainee', 'Undergraduate Student', 'Graduate Trainee', 'Mid-career Tenured Researcher']","['Leslie Flaco', 'Eric Diaz', 'Denisse Urenda', 'Amy Wagler']","['University of Texas at El Paso', 'University of Texas at El Paso', 'University of Texas at El Paso', 'University of Texas at El Paso']",4,4,1,False
"['Owner', 'Project Personnel']",['Tim Majarian'],['Mass General Brigham'],1,1,1,False
"['Owner', 'Research Fellow']",['Beatrix Krause'],"['University of California, Los Angeles']",1,1,1,False
"['Sally Baxter', 'Priyanka Soe', 'Michael Wolfe', 'Cecilia Vallejos', 'Bharanidharan Radha Saseendrakumar']","['Research Fellow', 'Project Personnel', 'Graduate Trainee', 'Undergraduate Student', 'Project Personnel']","['University of California, San Diego', 'University of California, San Diego', 'University of California, San Diego', 'University of California, San Diego', 'University of California, San Diego']",5,4,1,False
"['Owner', 'Project Personnel']",['LaTerrica Williams'],['Baylor College of Medicine'],1,1,1,False
"['Owner', 'Research Fellow']",['Ahmed Alkanaq'],['Broad Institute'],1,1,1,False
"['Owner', 'Collaborator']","['Anand Gandhi', 'Bijun Kannadath']","['Banner Health', 'University of Arizona']",2,2,2,True
"['Owner', 'Research Fellow']",['Md Huda'],"['University of California, Davis']",1,1,1,False
['Owner'],['Francesca Vitali'],['University of Arizona'],1,1,1,False
"['Owner', 'Undergraduate Student']",['Jui Yu Kao'],"['University of California, San Francisco']",1,1,1,False
"['Owner', 'Early Career Tenure-track Researcher']",['Miriam Udler'],['Broad Institute'],1,1,1,False
"['Owner', 'Graduate Trainee']",['Beatrice Morrow'],['Baylor College of Medicine'],1,1,1,False
"['Owner', 'Early Career Tenure-track Researcher']",['Chamika Hawkins-Taylor'],['Xavier University of Louisiana'],1,1,1,False
"['Owner', 'Late Career Tenured Researcher']",['Snigdhansu Chatterjee'],['University of Minnesota'],1,1,1,False
"['Owner', 'Graduate Trainee']",['Kiandra Smith'],['Morehouse School of Medicine'],1,1,1,False
"['Owner', 'Undergraduate Student']",['Rohit Nandakumar'],['Arizona State University'],1,1,1,False
"['Owner', 'Project Personnel', 'Early Career Tenure-track Researcher', 'Graduate Trainee']","['Matthew Robinson', 'Humberto López Castillo', 'Assad Khan']","['University of Central Florida', 'University of Central Florida', 'University of Central Florida']",3,3,1,False
"['Owner', 'Graduate Trainee']",['Jiada Zhan'],['Emory University'],1,1,1,False
"['Owner', 'Graduate Trainee', 'Collaborator']","['Xochitl Pablos-Velez', 'Bassent Abdelbary']","['University of Texas, Rio Grande Valley', 'University of Texas, Rio Grande Valley']",2,2,1,False
"['Owner', 'Collaborator']","['Mia Newlin-Bradner', 'Glenna Schluck']","['Florida State University', 'Florida State University']",2,2,1,False
"['Owner', 'Research Fellow']",['Alexandra Ralevski'],['Institute for Systems Biology'],1,1,1,False
"['Owner', 'Early Career Tenure-track Researcher', 'Late Career Tenured Researcher']","['Feifan Liu', 'Ben Gerber']","['University of Massachusetts Medical School', 'University of Massachusetts Medical School', 'University of Massachusetts Medical School', 'All of Us Program Operational Use']",2,2,2,True
"['Owner', 'Undergraduate Student']",['Rohit Nandakumar'],['Arizona State University'],1,1,1,False
['Owner'],['Whitney Teagle'],['National Institutes of Health (NIH)'],1,1,1,False
"['Owner', 'Other', 'Late Career Tenured Researcher', 'Other']","['Timothy Lezon', 'Judith Klein', 'John Maier']","['University of Pittsburgh', 'Arizona State University', 'University of Pittsburgh']",3,3,2,True
"['Owner', 'Collaborator']","['Sarah Jackson', 'Jalen Brown']","['National Institutes of Health (NIH)', 'National Cancer Institute (NIH - NCI)']",2,2,2,True
"['Owner', 'Research Fellow']",['Erik Almazan'],['Mass General Brigham'],1,1,1,False
['Owner'],['Aryana Sepassi'],"['University of California, Irvine']",1,1,1,False
['Owner'],['Ashley Battarbee'],['University of Alabama at Birmingham'],1,1,1,False
['Owner'],['Diana Thomas'],"['West Point, United States Military Academy']",1,1,1,False
['Owner'],['Jing Wang'],['University of Texas at Arlington'],1,1,1,False
"['Owner', 'Senior Researcher']",['Susan Persky'],['National Human Genome Research Institute (NIH-NHGRI)'],1,1,1,False
"['Tze-Woei Tan', 'Chiu-Hsieh Hsu']","['Owner', 'Mid-career Tenured Researcher', 'Late Career Tenured Researcher']","['University of Arizona', 'University of Arizona']",3,3,1,False
"['Owner', 'Graduate Trainee', 'Graduate Trainee']","['Mehak Gupta', 'Raphael Poulain']","['University of Delaware', 'University of Delaware']",2,2,1,False
['Owner'],['Keri Hurley'],"['University of California, Irvine']",1,1,1,False
['Owner'],['Nayyar Ahmed'],['University of Pittsburgh'],1,1,1,False
"['Owner', 'Research Fellow']",['Douglas Arneson'],"['University of California, San Francisco']",1,1,1,False
"['Owner', 'Research Fellow']",['Sara Taylor'],['Massachusetts Institute of Technology'],1,1,1,False
['Owner'],['Hao Ma'],['Tulane University'],1,1,1,False
